name,ngram,score_1,score_2,score_3
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET ABREVIATION BNPP HOLDING,-1,0,0
